latitude,longitude,altitude,building_age,population_density_x,wind_speed,wind_direction,river_water_level,river_discharge,drainage_system,elevation,slope,population_density_y,safe_camp_earthquake,safe_camp_flood
8.4037,77.0848,highland (150m),old (20-50 years),medium,6.6,SE,6.6,329.5,good,14.28478748,35.09374647,medium,0,0
8.4037,77.0875,lowland (10m),old (20-50 years),low,4.5,NE,3.4,292.1,poor,63.40039205,18.84202542,high,0,0
8.4038,77.0773,highland (150m),old (20-50 years),low,6.7,E,4.2,22.0,good,17.86465174,14.18616213,low,0,0
8.4038,77.086,highland (150m),old (20-50 years),low,3.0,N,0.3,128.3,good,59.06519683,14.34077676,low,0,0
8.4038,77.0866,midland (50m),old (20-50 years),low,8.4,E,6.0,187.1,poor,71.29058961,0.864263781,high,0,0
8.4038,77.0872,highland (150m),new (<20 years),high,14.3,S,7.6,384.4,moderate,24.56979648,29.2789465,low,0,0
8.4038,77.0875,midland (50m),old (20-50 years),high,2.1,E,2.5,248.5,poor,99.66382701,6.032137806,high,0,0
8.4039,77.0758,highland (150m),old (20-50 years),low,0.4,N,3.2,168.1,good,83.80284598,14.37465475,high,0,0
8.4039,77.0875,lowland (10m),old (20-50 years),medium,10.2,E,0.0,17.0,moderate,8.919996917,15.104231,medium,0,0
8.404,77.059,lowland (10m),new (<20 years),low,3.0,W,3.8,342.2,moderate,10.89416268,38.53258588,low,0,0
8.404,77.0722,lowland (10m),old (20-50 years),high,4.9,NE,8.8,75.6,poor,43.41542359,11.02167515,low,0,0
8.404,77.0754,midland (50m),new (<20 years),medium,1.5,E,10.0,340.9,poor,52.3104167,9.733280619,high,0,0
8.404,77.077,midland (50m),old (20-50 years),medium,5.8,SW,2.2,110.5,poor,15.02796034,13.49092571,medium,0,0
8.404,77.0876,highland (150m),old (20-50 years),medium,8.0,N,9.9,174.0,poor,97.03176107,12.36258664,low,0,0
8.4041,77.0725,lowland (10m),old (20-50 years),high,10.2,S,7.6,327.8,moderate,47.47019407,19.56668347,low,0,0
8.4041,77.0755,midland (50m),new (<20 years),low,3.7,SW,3.1,486.4,moderate,65.50633259,37.12165234,medium,0,0
8.4041,77.0876,lowland (10m),new (<20 years),medium,4.9,NE,7.6,123.8,good,55.43306464,29.50507351,high,0,0
8.4041,77.0881,lowland (10m),new (<20 years),low,6.4,N,9.3,241.3,poor,46.05889817,26.85549697,high,0,0
8.4042,77.0753,highland (150m),new (<20 years),medium,1.3,SW,7.7,275.6,moderate,91.6969251,29.36764586,high,0,0
8.4042,77.0754,lowland (10m),new (<20 years),medium,11.8,E,6.4,410.9,moderate,99.74981758,25.03014549,medium,0,0
8.4042,77.0775,lowland (10m),new (<20 years),low,6.9,NE,5.6,168.7,moderate,32.26969683,38.60558258,medium,0,0
8.4042,77.087,midland (50m),old (20-50 years),low,9.6,SE,1.7,149.7,good,11.23481951,6.828747877,low,0,0
8.4043,77.0161,lowland (10m),new (<20 years),high,3.0,W,6.6,334.8,good,98.99733553,11.38880323,low,0,0
8.4043,77.0713,midland (50m),old (20-50 years),medium,2.1,W,6.8,280.5,good,55.37435118,30.69588707,high,0,0
8.4043,77.0725,lowland (10m),new (<20 years),low,13.5,N,6.1,433.4,poor,35.97853348,13.63767643,high,1,0
8.4043,77.0876,midland (50m),new (<20 years),high,6.0,SE,1.5,349.9,good,70.59067401,35.36270775,low,0,0
8.4044,77.0571,midland (50m),old (20-50 years),medium,8.3,N,0.3,192.0,moderate,22.66029536,7.10953755,high,0,0
8.4044,77.0724,highland (150m),old (20-50 years),high,6.3,SE,5.7,192.3,good,10.48486081,15.77938238,low,0,0
8.4044,77.0833,midland (50m),old (20-50 years),low,10.0,NE,2.0,277.0,good,91.33534641,3.221003965,high,0,0
8.4044,77.0872,lowland (10m),new (<20 years),medium,1.6,E,7.1,265.5,good,47.3132364,24.39917766,low,0,0
8.4045,77.0724,lowland (10m),old (20-50 years),high,6.0,N,9.8,232.9,good,44.61716959,24.83804941,low,0,0
8.4045,77.0852,lowland (10m),new (<20 years),high,12.5,W,0.0,306.0,good,72.26086979,16.69441431,medium,0,0
8.4045,77.0858,highland (150m),new (<20 years),high,7.3,S,1.4,336.5,poor,29.39299726,25.19241086,medium,0,0
8.4046,77.0725,lowland (10m),old (20-50 years),low,8.6,E,5.1,26.3,moderate,59.1060195,12.39447379,low,0,0
8.4046,77.0753,highland (150m),new (<20 years),low,5.4,SW,4.1,197.0,moderate,48.54161972,39.69422969,low,0,0
8.4046,77.0848,highland (150m),new (<20 years),medium,10.5,NE,0.5,451.3,poor,71.72259854,14.34032593,low,0,0
8.4047,77.0723,highland (150m),new (<20 years),low,13.9,E,6.5,488.1,moderate,57.97772186,3.737053144,medium,1,0
8.4047,77.0772,highland (150m),old (20-50 years),medium,4.1,N,5.8,402.2,poor,26.16427402,30.4189814,medium,0,0
8.4047,77.0858,lowland (10m),old (20-50 years),high,6.7,W,4.2,432.6,moderate,32.83934716,22.78306506,high,0,0
8.4047,77.087,midland (50m),old (20-50 years),medium,13.0,N,1.1,450.8,moderate,98.4700001,6.206260802,low,0,0
8.4048,77.072,lowland (10m),old (20-50 years),medium,12.0,NW,1.4,240.2,good,64.13266989,5.466939816,low,0,0
8.4048,77.0725,highland (150m),new (<20 years),high,9.2,W,4.8,135.9,moderate,94.7334686,16.90087532,high,0,0
8.4048,77.0837,lowland (10m),old (20-50 years),medium,1.5,N,1.9,97.1,good,10.78329171,20.13814256,high,0,0
8.4048,77.0857,highland (150m),new (<20 years),low,10.8,NW,4.7,229.8,good,85.9205068,26.82847075,medium,0,0
8.4049,77.0724,midland (50m),old (20-50 years),medium,4.4,SE,6.2,368.6,moderate,6.551846321,11.07376343,high,0,0
8.405,77.0721,midland (50m),new (<20 years),medium,7.1,NW,2.1,376.8,good,15.70242134,8.898706842,medium,0,0
8.405,77.073,midland (50m),new (<20 years),high,0.3,N,2.2,5.6,good,96.41989222,28.64662876,low,0,0
8.405,77.074,midland (50m),old (20-50 years),low,9.6,NW,6.8,361.6,moderate,42.79375548,23.32971164,medium,0,0
8.405,77.0835,highland (150m),old (20-50 years),medium,3.6,E,3.7,378.6,moderate,32.61346777,36.82966887,low,0,0
8.405,77.0871,lowland (10m),old (20-50 years),low,12.2,SW,7.8,277.8,moderate,28.01914563,12.50734758,low,0,0
8.4051,77.0725,lowland (10m),new (<20 years),medium,14.4,NW,7.7,362.3,poor,59.4433998,11.30993327,high,0,0
8.4051,77.0739,midland (50m),old (20-50 years),medium,9.9,NE,6.9,145.1,moderate,21.29915343,39.24001402,medium,0,0
8.4051,77.0742,lowland (10m),old (20-50 years),low,5.0,W,7.2,255.3,moderate,28.18853765,4.451493681,high,0,0
8.4051,77.1299,highland (150m),new (<20 years),medium,3.4,W,5.2,183.3,moderate,5.879889567,5.54669581,low,0,0
8.4052,77.0725,lowland (10m),new (<20 years),medium,5.1,S,8.6,348.6,poor,27.66789827,4.382522,medium,0,0
8.4052,77.0746,lowland (10m),old (20-50 years),medium,10.4,N,4.8,405.5,good,78.25550937,1.771324536,medium,0,0
8.4053,77.0725,lowland (10m),new (<20 years),high,5.0,SE,8.4,153.3,moderate,48.73834958,39.00241637,low,0,0
8.4053,77.0739,highland (150m),new (<20 years),low,2.7,SE,8.1,400.9,moderate,45.14551492,14.65541662,high,1,0
8.4053,77.0867,lowland (10m),old (20-50 years),medium,4.6,NW,9.2,78.9,good,94.60368284,43.93981135,high,0,0
8.4053,77.087,lowland (10m),new (<20 years),low,10.3,SW,5.2,233.7,moderate,50.1791437,41.70516283,low,0,0
8.4054,77.072,highland (150m),old (20-50 years),medium,1.3,NW,5.3,1.6,good,14.35165994,35.41997578,low,0,0
8.4054,77.0723,highland (150m),new (<20 years),low,11.6,NE,2.6,25.5,poor,29.68483256,42.24182422,medium,0,0
8.4054,77.0739,lowland (10m),old (20-50 years),low,6.7,E,4.2,255.4,good,5.712785913,41.41616679,medium,0,0
8.4054,77.0857,highland (150m),new (<20 years),medium,6.1,NW,4.0,370.5,poor,86.02360234,2.750859597,medium,0,0
8.4054,77.0873,midland (50m),new (<20 years),low,7.4,E,9.9,419.4,poor,89.85993202,5.495288614,high,1,0
8.4055,77.0725,highland (150m),old (20-50 years),medium,10.9,E,3.5,316.2,good,71.97573213,3.38449003,high,0,0
8.4055,77.0832,lowland (10m),new (<20 years),low,6.5,NW,7.6,445.7,poor,72.89828088,41.16850177,high,0,0
8.4055,77.0868,highland (150m),new (<20 years),medium,8.0,N,2.5,381.8,poor,62.1308312,39.89284965,high,0,0
8.4055,77.087,lowland (10m),old (20-50 years),high,12.7,NW,2.1,420.3,good,95.43165285,39.74630564,low,0,0
8.4056,77.074,lowland (10m),new (<20 years),low,3.8,S,5.6,71.5,moderate,96.98385374,17.18156763,high,0,0
8.4056,77.0741,lowland (10m),new (<20 years),low,10.3,E,7.2,493.0,poor,56.4382174,9.311104878,high,1,0
8.4056,77.0828,highland (150m),old (20-50 years),high,1.9,N,3.9,70.2,poor,53.91542478,3.51011929,low,0,0
8.4056,77.0853,highland (150m),new (<20 years),medium,4.3,W,3.9,231.8,moderate,90.21725489,11.11198858,high,0,0
8.4057,77.0721,highland (150m),new (<20 years),low,5.8,NE,2.2,478.8,good,33.02778592,37.47985694,medium,0,0
8.4057,77.0723,lowland (10m),old (20-50 years),medium,2.7,SE,6.6,370.6,poor,32.75360164,16.48592739,medium,0,0
8.4057,77.0733,highland (150m),old (20-50 years),high,11.2,SW,8.4,416.4,poor,69.51031229,13.84658481,low,0,0
8.4057,77.074,lowland (10m),old (20-50 years),high,2.6,NW,6.1,485.5,moderate,61.03249898,23.09078887,high,0,0
8.4057,77.0823,lowland (10m),new (<20 years),low,3.0,E,3.3,320.7,good,5.972661134,34.29769854,medium,0,0
8.4057,77.0867,midland (50m),old (20-50 years),medium,3.1,NE,2.2,104.9,moderate,30.40073487,14.34005162,high,0,0
8.4057,77.0868,midland (50m),new (<20 years),low,2.3,S,3.4,229.1,good,74.98795105,2.662196839,high,1,0
8.4057,77.087,lowland (10m),new (<20 years),medium,12.3,NE,0.9,389.4,good,32.00226162,35.2101722,medium,0,0
8.4058,77.0724,lowland (10m),new (<20 years),high,10.2,NE,2.1,72.8,moderate,18.08966432,40.82526424,high,0,0
8.4058,77.0819,highland (150m),new (<20 years),high,4.9,SW,4.4,446.7,poor,87.67480289,31.94441204,high,0,0
8.4058,77.083,highland (150m),old (20-50 years),low,0.6,SE,0.2,184.8,poor,12.19184896,40.95371106,high,0,0
8.4059,77.0866,highland (150m),new (<20 years),high,7.8,W,6.5,250.9,moderate,94.23133342,18.75118393,low,0,0
8.4059,77.0868,highland (150m),old (20-50 years),high,10.0,S,1.6,10.0,good,68.27641349,33.40373378,medium,0,0
8.4059,77.087,highland (150m),new (<20 years),high,12.5,S,3.2,84.3,good,71.73110065,10.37712288,high,0,0
8.4059,77.1296,midland (50m),old (20-50 years),low,3.1,N,9.1,36.5,moderate,94.97576093,36.58775385,low,0,0
8.406,77.0723,highland (150m),old (20-50 years),high,5.9,N,5.3,364.5,poor,63.56573272,42.05650016,medium,0,0
8.406,77.0725,highland (150m),old (20-50 years),high,1.6,SW,9.4,186.0,good,73.99799784,23.13054924,medium,0,0
8.4061,77.0729,midland (50m),old (20-50 years),low,10.7,SW,1.8,56.1,good,69.25873442,25.19522181,high,0,0
8.4061,77.0741,highland (150m),new (<20 years),high,10.1,S,3.7,139.0,moderate,70.21898574,13.44764366,high,0,0
8.4061,77.0824,highland (150m),new (<20 years),low,2.9,N,2.4,230.2,good,7.059044105,9.616880204,medium,1,0
8.4061,77.0855,lowland (10m),old (20-50 years),medium,3.3,W,1.8,496.5,good,77.51698928,20.74725995,low,0,0
8.4061,77.0866,lowland (10m),new (<20 years),low,9.5,E,3.2,66.4,moderate,31.51078143,35.76864234,low,0,0
8.4061,77.0868,highland (150m),new (<20 years),low,13.8,E,8.8,132.9,good,45.97982846,1.135266416,low,1,0
8.4061,77.087,midland (50m),new (<20 years),low,7.8,W,7.5,373.3,poor,96.25912215,16.71917778,high,0,0
8.4062,77.0723,midland (50m),new (<20 years),high,5.0,S,2.8,401.8,moderate,67.3030834,6.06085113,low,0,0
8.4062,77.0732,midland (50m),old (20-50 years),low,14.0,SE,0.4,351.7,poor,72.90975088,15.97830964,high,0,0
8.4062,77.0816,midland (50m),old (20-50 years),high,1.4,E,3.4,54.6,moderate,93.86286998,28.31923821,high,0,0
8.4062,77.0853,midland (50m),new (<20 years),medium,8.2,N,4.2,427.0,good,11.58310168,11.68812621,low,0,0
8.4062,77.0855,midland (50m),new (<20 years),high,14.4,W,4.1,409.0,moderate,56.05388148,43.30008773,high,0,0
8.4062,77.0857,highland (150m),old (20-50 years),low,2.3,NW,6.0,477.7,good,42.03352244,12.75179009,high,0,0
8.4062,77.0868,highland (150m),new (<20 years),high,14.3,NE,5.1,404.4,moderate,16.27854058,30.22688736,medium,0,0
8.4063,77.0813,lowland (10m),new (<20 years),low,14.5,SW,7.2,439.9,good,92.078173,25.07513774,high,0,0
8.4063,77.0841,midland (50m),old (20-50 years),medium,5.6,SW,7.0,376.6,moderate,21.67328915,36.36209518,medium,0,0
8.4064,77.0765,highland (150m),old (20-50 years),low,3.3,N,2.6,133.7,good,32.28178218,20.56364081,low,0,0
8.4065,77.0726,lowland (10m),new (<20 years),low,2.9,N,0.7,124.4,moderate,21.74824482,11.60164844,medium,1,0
8.4065,77.0731,lowland (10m),new (<20 years),medium,10.8,NW,6.5,178.6,poor,52.83122887,41.25003654,medium,0,0
8.4065,77.0743,midland (50m),old (20-50 years),high,13.4,W,7.3,405.6,poor,40.76324434,18.29513833,high,0,0
8.4065,77.0831,midland (50m),new (<20 years),high,8.8,E,4.0,63.5,moderate,24.25440024,29.07857178,low,0,0
8.4065,77.1231,lowland (10m),old (20-50 years),low,6.6,E,6.8,356.5,moderate,73.44846312,28.37861573,medium,0,0
8.4066,77.0694,midland (50m),new (<20 years),high,3.9,S,6.0,216.2,good,99.69106258,27.37263382,high,0,0
8.4066,77.0827,midland (50m),old (20-50 years),medium,7.4,NW,9.9,94.3,good,30.23229477,10.47373263,low,0,0
8.4066,77.0842,highland (150m),old (20-50 years),high,6.8,S,7.7,231.6,good,12.69584668,38.29592591,low,0,0
8.4066,77.0854,highland (150m),old (20-50 years),medium,6.6,S,9.2,286.9,good,12.32947059,32.36367695,high,0,0
8.4066,77.0856,highland (150m),old (20-50 years),medium,7.2,S,3.3,123.0,moderate,67.00892417,13.33517992,medium,0,0
8.4066,77.0858,highland (150m),new (<20 years),low,12.0,SW,0.9,242.7,moderate,40.72981759,38.68581913,low,0,0
8.4067,77.073,midland (50m),old (20-50 years),high,11.7,NE,9.7,390.5,poor,17.06180284,28.20275819,high,0,0
8.4067,77.0771,midland (50m),old (20-50 years),low,10.4,SE,8.6,392.9,moderate,74.67671526,10.80764277,medium,0,0
8.4067,77.0819,midland (50m),new (<20 years),medium,2.3,SE,3.0,492.5,moderate,26.69267904,1.759493291,medium,0,0
8.4067,77.0867,lowland (10m),old (20-50 years),low,2.2,SW,7.5,393.4,good,21.61181182,4.469501633,medium,0,0
8.4068,77.0727,highland (150m),old (20-50 years),medium,4.8,NE,1.3,224.0,moderate,92.8496405,40.42358936,high,0,0
8.4068,77.0822,lowland (10m),old (20-50 years),low,4.1,NW,5.9,201.0,good,96.54215942,6.618742475,low,0,0
8.4068,77.0837,lowland (10m),new (<20 years),low,13.3,N,0.5,300.7,moderate,45.00511289,2.866950723,high,1,0
8.4068,77.084,midland (50m),new (<20 years),high,4.7,SW,9.9,353.7,poor,5.420566105,38.27470966,high,0,0
8.4068,77.0848,highland (150m),old (20-50 years),low,14.2,SE,0.5,232.1,poor,73.90116575,38.05056706,high,0,0
8.4068,77.086,midland (50m),new (<20 years),high,13.0,W,9.2,94.1,moderate,93.56683631,44.62904355,low,0,0
8.4069,77.0733,lowland (10m),new (<20 years),high,10.0,E,7.2,114.1,poor,21.90715629,21.94755591,high,0,0
8.4069,77.0765,midland (50m),new (<20 years),medium,5.3,S,9.8,496.9,moderate,12.38457282,8.565640498,low,0,0
8.4069,77.0823,highland (150m),old (20-50 years),low,11.0,SE,6.3,357.5,moderate,52.91804976,20.18778119,low,0,0
8.4069,77.0824,highland (150m),new (<20 years),medium,1.0,SE,2.1,291.7,moderate,59.58280806,40.5145729,high,0,0
8.4069,77.0855,midland (50m),new (<20 years),high,10.7,N,4.3,246.9,moderate,6.679855019,41.96477699,high,0,0
8.4069,77.0858,midland (50m),old (20-50 years),medium,4.7,SW,6.7,250.2,poor,93.51815744,11.05248343,low,0,0
8.407,77.0781,lowland (10m),new (<20 years),low,1.5,SW,7.0,212.7,moderate,39.82387795,10.51347486,medium,1,0
8.407,77.0822,midland (50m),new (<20 years),low,1.1,E,7.5,44.1,moderate,16.03863886,7.14151095,medium,1,0
8.4071,77.0735,lowland (10m),new (<20 years),high,13.8,SW,2.9,272.1,moderate,82.57044814,27.24830622,medium,0,0
8.4071,77.0739,lowland (10m),new (<20 years),low,12.9,S,9.5,187.1,poor,88.37001171,27.26157818,medium,0,0
8.4071,77.0745,midland (50m),new (<20 years),low,9.3,NW,6.5,490.2,moderate,21.88451388,18.50895446,medium,0,0
8.4071,77.0754,highland (150m),new (<20 years),medium,6.7,E,9.7,328.0,poor,12.65218853,9.574308023,high,0,0
8.4071,77.0756,highland (150m),new (<20 years),low,13.9,N,8.3,428.7,poor,42.79252453,5.434866644,high,1,0
8.4071,77.0856,lowland (10m),new (<20 years),low,6.1,NW,0.4,443.5,moderate,72.80648523,33.84475177,medium,0,0
8.4072,77.0829,lowland (10m),old (20-50 years),high,1.0,SE,2.6,23.3,good,50.1423899,31.08109539,medium,0,0
8.4072,77.0841,midland (50m),new (<20 years),high,0.1,E,5.0,41.1,good,34.63217565,29.05105995,high,0,0
8.4072,77.0881,lowland (10m),new (<20 years),high,5.7,W,6.0,117.5,good,20.1129386,2.348817424,medium,0,0
8.4073,77.073,midland (50m),new (<20 years),medium,12.5,SE,8.6,351.4,moderate,32.19872916,19.92110419,medium,0,0
8.4073,77.0734,lowland (10m),new (<20 years),low,3.8,SE,2.1,481.3,moderate,28.92313164,9.662779716,low,1,0
8.4073,77.0742,lowland (10m),old (20-50 years),high,2.1,E,8.7,32.2,poor,26.94245567,30.69399691,high,0,0
8.4073,77.0783,midland (50m),new (<20 years),low,4.7,NE,0.5,358.4,moderate,98.8796049,17.1811511,low,0,0
8.4073,77.0876,lowland (10m),new (<20 years),low,5.7,SE,5.4,142.7,poor,28.64072652,44.13660557,medium,0,0
8.4073,77.1295,midland (50m),old (20-50 years),high,6.7,NW,2.5,436.9,moderate,12.89461532,24.48513669,high,0,0
8.4074,77.0836,lowland (10m),new (<20 years),medium,14.6,W,3.7,298.6,moderate,82.79143572,2.219892623,high,0,0
8.4074,77.0856,lowland (10m),old (20-50 years),medium,1.0,E,4.8,146.8,good,53.35900846,4.714376269,high,0,0
8.4074,77.1293,midland (50m),old (20-50 years),high,5.4,NE,1.5,179.8,poor,6.992232988,17.42681894,high,0,0
8.4075,77.0813,lowland (10m),old (20-50 years),low,4.1,S,3.7,6.9,moderate,54.90615626,18.48513471,medium,0,0
8.4075,77.0869,highland (150m),old (20-50 years),high,14.4,SE,4.8,286.4,good,59.38210076,28.12860303,low,0,0
8.4076,77.0695,midland (50m),new (<20 years),high,13.9,NW,1.0,385.8,moderate,52.00068848,28.85406023,low,0,0
8.4076,77.0739,highland (150m),new (<20 years),medium,1.0,SW,5.0,236.6,moderate,5.95631032,29.21875143,high,0,0
8.4076,77.0755,midland (50m),new (<20 years),medium,1.3,SW,1.0,137.7,moderate,44.88037763,36.01679741,medium,0,0
8.4076,77.0767,midland (50m),old (20-50 years),high,8.1,NW,9.4,82.8,poor,32.10934955,2.880167275,low,0,0
8.4076,77.0782,lowland (10m),new (<20 years),high,5.1,NE,1.3,424.3,poor,31.48128346,32.97388945,high,0,0
8.4077,77.0703,highland (150m),new (<20 years),low,4.8,SW,6.9,409.2,moderate,99.34413108,39.70399054,low,0,0
8.4077,77.0815,highland (150m),new (<20 years),medium,0.0,SE,2.0,386.1,poor,75.73423486,42.61244452,high,0,0
8.4077,77.0833,lowland (10m),new (<20 years),low,4.4,SW,9.2,414.9,poor,83.35092933,31.53105458,low,0,0
8.4077,77.0865,lowland (10m),new (<20 years),high,14.7,W,2.4,13.8,poor,84.17629956,24.48614178,high,0,0
8.4077,77.123,midland (50m),new (<20 years),low,11.4,NW,4.5,27.9,moderate,36.82632314,25.24409211,medium,0,0
8.4078,77.0696,highland (150m),new (<20 years),medium,9.1,E,1.2,157.6,good,15.119272,31.37188986,low,0,0
8.4078,77.0701,highland (150m),old (20-50 years),medium,7.7,E,8.5,247.4,poor,53.30676296,28.89946332,low,0,0
8.4078,77.0732,highland (150m),old (20-50 years),low,8.0,NE,8.7,468.7,poor,84.592646,3.54507016,medium,0,0
8.4078,77.0772,midland (50m),old (20-50 years),low,12.0,NE,2.4,427.5,moderate,68.24658096,0.515814476,medium,0,0
8.4078,77.0801,midland (50m),new (<20 years),medium,7.4,SW,5.1,286.7,moderate,47.38336807,12.91897192,low,0,0
8.4078,77.0818,midland (50m),old (20-50 years),low,7.1,S,5.7,406.5,poor,72.03600118,37.61012828,low,0,0
8.4078,77.1289,midland (50m),old (20-50 years),medium,10.5,N,5.6,96.8,good,44.09479544,19.01973091,medium,0,0
8.4079,77.0731,highland (150m),old (20-50 years),high,13.6,E,6.4,457.1,poor,14.54076219,35.51834351,high,0,0
8.4079,77.0762,midland (50m),old (20-50 years),low,0.0,N,6.8,427.6,poor,42.95705014,39.12525219,high,0,0
8.4079,77.079,midland (50m),old (20-50 years),low,11.7,NW,3.3,29.0,poor,37.52793451,1.368671617,high,0,0
8.4079,77.0801,highland (150m),old (20-50 years),low,1.8,E,0.1,259.4,poor,78.30672623,41.27721921,high,0,0
8.4079,77.082,midland (50m),old (20-50 years),high,5.9,S,2.0,223.4,moderate,89.07334672,5.603638272,high,0,0
8.4079,77.0824,highland (150m),new (<20 years),high,13.5,S,5.1,280.4,moderate,67.33997353,0.959458154,high,0,0
8.408,77.07,midland (50m),old (20-50 years),medium,4.7,SW,5.0,280.7,moderate,95.19743525,36.30500911,low,0,0
8.408,77.0799,highland (150m),old (20-50 years),medium,4.7,W,3.5,252.8,poor,16.44409618,3.641178772,medium,0,0
8.4081,77.0801,highland (150m),new (<20 years),low,7.9,SE,0.2,381.8,poor,9.052273519,32.27723881,medium,0,0
8.4081,77.0815,highland (150m),old (20-50 years),high,5.6,E,6.2,452.3,moderate,94.13300853,43.02273052,low,0,0
8.4082,77.0732,highland (150m),old (20-50 years),high,4.0,NW,2.6,366.3,good,91.77004948,7.502092722,medium,0,0
8.4082,77.0747,lowland (10m),old (20-50 years),high,0.5,SW,2.9,286.3,moderate,77.80668364,3.300466282,medium,0,0
8.4082,77.0752,highland (150m),old (20-50 years),low,6.3,E,7.8,332.1,moderate,32.08688716,44.73500779,low,0,0
8.4082,77.0753,midland (50m),new (<20 years),high,3.4,SW,7.5,213.1,poor,88.4046334,44.46689502,low,0,0
8.4082,77.0832,lowland (10m),old (20-50 years),medium,9.6,NW,5.5,38.5,moderate,59.85039927,19.58957861,low,0,0
8.4082,77.0855,lowland (10m),new (<20 years),high,10.7,NE,0.1,169.4,good,47.41171456,6.449784114,low,0,0
8.4082,77.0856,midland (50m),new (<20 years),low,0.4,SW,0.6,338.0,moderate,34.82850437,17.17210869,medium,0,0
8.4083,77.0737,lowland (10m),old (20-50 years),medium,11.0,NE,9.7,103.1,poor,69.86453137,34.74825378,low,0,0
8.4083,77.0785,lowland (10m),new (<20 years),medium,13.8,NE,2.9,204.9,poor,61.2717476,24.39217458,low,0,0
8.4083,77.0815,highland (150m),new (<20 years),high,11.8,N,5.0,429.7,good,13.34960732,30.11024678,low,0,0
8.4084,77.0816,highland (150m),old (20-50 years),medium,9.8,NE,0.3,170.6,poor,34.61235251,25.572429,low,0,0
8.4085,77.0817,midland (50m),new (<20 years),high,6.1,E,3.9,361.3,poor,41.19759878,18.49473151,high,0,0
8.4086,77.0698,highland (150m),old (20-50 years),low,8.7,S,0.9,257.7,moderate,69.73890259,25.10753509,medium,0,0
8.4086,77.0737,midland (50m),new (<20 years),medium,10.5,NW,0.8,144.1,moderate,60.49990886,37.12572977,high,0,0
8.4086,77.0818,highland (150m),old (20-50 years),low,13.5,SW,5.4,458.7,poor,25.40426496,6.266377077,medium,0,0
8.4087,77.0688,highland (150m),new (<20 years),high,6.5,NE,0.9,323.4,good,10.01317239,22.93166732,high,0,0
8.4087,77.07,highland (150m),new (<20 years),low,12.5,S,3.5,431.5,poor,66.64855838,26.45889279,high,0,0
8.4087,77.0776,highland (150m),new (<20 years),medium,14.0,SE,7.7,18.8,poor,82.4122552,21.39537114,low,0,0
8.4087,77.094,lowland (10m),new (<20 years),high,4.1,NW,0.6,256.5,good,53.55378159,6.87232967,low,0,0
8.4087,77.0956,highland (150m),old (20-50 years),low,1.2,N,2.4,189.3,good,42.33407309,43.9008436,medium,0,0
8.4087,77.1297,lowland (10m),new (<20 years),medium,1.2,NW,1.3,236.4,good,79.49978106,33.38778431,medium,0,0
8.4088,77.069,lowland (10m),new (<20 years),high,6.1,SW,8.8,361.3,good,13.88405718,38.96421858,high,0,0
8.4088,77.0697,highland (150m),old (20-50 years),medium,2.1,N,1.9,36.6,good,84.54969562,2.267147824,low,0,0
8.4088,77.0734,highland (150m),old (20-50 years),medium,4.6,N,4.4,50.8,moderate,64.5040267,27.26938887,high,0,0
8.4088,77.0822,lowland (10m),new (<20 years),low,0.2,E,4.0,3.9,good,47.28391266,34.2322647,medium,0,0
8.4088,77.0823,highland (150m),new (<20 years),medium,14.5,SW,8.2,392.6,moderate,42.60865007,32.52241269,medium,0,0
8.4089,77.0817,midland (50m),old (20-50 years),medium,1.1,N,7.8,450.7,poor,50.47690433,10.17621456,low,0,0
8.4089,77.0822,midland (50m),new (<20 years),medium,3.9,SE,6.6,346.7,moderate,58.02470555,39.45984404,low,0,0
8.4089,77.0826,midland (50m),new (<20 years),high,0.1,NW,8.8,7.4,poor,36.07174638,1.001275504,medium,0,0
8.4089,77.0828,lowland (10m),old (20-50 years),high,5.1,NE,9.6,326.9,good,66.95383836,44.81944229,high,0,0
8.409,77.0687,highland (150m),new (<20 years),high,5.8,W,6.9,351.1,moderate,72.36239426,23.03583417,medium,0,0
8.409,77.0691,lowland (10m),old (20-50 years),low,12.3,NE,9.0,154.1,poor,74.80838153,26.64700465,high,0,0
8.409,77.0692,lowland (10m),new (<20 years),medium,2.7,SE,8.5,189.0,moderate,83.71233301,11.13883867,low,0,0
8.409,77.1299,lowland (10m),old (20-50 years),high,0.4,SW,1.4,415.5,good,38.34416876,21.51646809,medium,0,0
8.4091,77.0695,midland (50m),new (<20 years),low,5.5,NE,4.6,122.0,poor,61.77665834,29.28753028,low,0,0
8.4091,77.0718,highland (150m),new (<20 years),medium,2.4,N,7.6,193.1,moderate,6.948788717,36.97966383,medium,0,0
8.4092,77.0685,midland (50m),new (<20 years),medium,4.7,N,2.9,440.2,poor,55.94168301,33.68028862,high,0,0
8.4092,77.1297,lowland (10m),new (<20 years),low,2.9,S,5.0,450.2,good,33.49073984,15.97861975,high,0,0
8.4094,77.0682,highland (150m),old (20-50 years),low,2.2,N,9.4,82.6,poor,79.01198921,16.77901781,medium,0,0
8.4094,77.0697,midland (50m),new (<20 years),high,11.2,N,4.0,387.8,good,29.7818162,1.578894792,high,0,0
8.4094,77.0711,highland (150m),new (<20 years),low,12.1,E,5.5,412.6,moderate,15.99186967,20.43330227,low,0,0
8.4094,77.0712,lowland (10m),old (20-50 years),medium,7.4,NE,3.7,30.4,good,97.76494283,2.533895362,low,0,0
