time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,type,horizontalError,depthError,magError,magNst
2010-03-23T09:59:56.620Z,33.78,75.151,39.8,4.2,mb,20,144.9,,0.79,"4 km ESE of Bijbehara, India",earthquake,,11.4,,1
2010-03-14T06:53:21.790Z,31.677,76.105,30,4.5,mb,46,156.3,,0.63,"4 km ENE of Gagret, India",earthquake,,,,5
2010-03-13T16:45:07.000Z,34.292,75.71,56.6,4.7,mb,52,63.1,,1.13,"47 km NE of Pahlg?m, India",earthquake,,9.1,,16
2010-02-22T17:23:45.140Z,30.069,80.034,10,4.6,mb,71,47.2,,0.93,"36 km NE of B?geshwar, India",earthquake,,,,4
2010-01-12T09:25:30.550Z,17.2,73.73,10,4.2,mb,15,154.9,,1.03,"22 km S of Koynanagar, India",earthquake,,,,5
2009-12-12T21:55:02.120Z,17.123,73.45,10,4.3,mb,14,208,,0.83,"17 km SSW of M?khjan, India",earthquake,,,,8
2009-12-12T16:25:41.770Z,17.11,73.69,10,4.4,mb,22,133.7,,0.97,"26 km SE of M?khjan, India",earthquake,,,,5
2009-12-12T11:51:25.780Z,17.134,73.773,10,4.8,mwc,117,73.1,,0.93,"29 km NW of Malk?pur, India",earthquake,,,,
2009-11-14T13:34:34.490Z,17.056,73.747,10,4.3,mb,14,133.7,,1.44,"25 km NW of Malk?pur, India",earthquake,,,,3
2009-11-14T13:03:34.710Z,17.089,73.828,10,4.8,mwc,42,92.4,,1.12,"21 km NNW of Malk?pur, India",earthquake,,,,
2009-10-28T13:40:10.480Z,23.65,69.843,10,4.4,mb,22,151.4,,0.82,"47 km NNE of Bhuj, India",earthquake,,,,7
2009-10-03T05:20:58.720Z,29.996,79.849,36.1,4.8,mb,81,97.5,,0.59,"19 km NNE of B?geshwar, India",earthquake,,5.6,,28
2009-09-21T09:43:50.990Z,30.879,79.057,52.3,5,mb,78,85.3,,0.79,"Uttaranchal, India",earthquake,,7.4,,24
2009-09-05T06:40:03.570Z,23.123,70.249,10,4,mb,20,151.7,,1.21,"10 km NNE of K?ndla, India",earthquake,,,,5
2009-07-17T11:07:52.400Z,32.716,76.709,35,4.6,mb,39,143.6,,1.22,"33 km WNW of Kyelang, India",earthquake,,,,9
2009-06-04T13:50:57.680Z,32.931,76.177,10,3.8,mb,21,148.3,,1.11,"41 km N of Chamba, India",earthquake,,,,3
2009-05-19T19:29:48.900Z,33.198,75.787,20.8,4.9,mb,172,44,,0.83,"12 km S of Kishtw?r, India",earthquake,,10.7,,57
2009-04-09T01:46:58.260Z,27.143,70.749,44.3,5.1,mwc,202,76.7,,0.87,"29 km NNW of Jaisalmer, India",earthquake,,,,
2009-03-26T04:44:11.650Z,22.399,85.903,10,4.1,mb,17,131.8,,1.11,"19 km SSE of Ch??b?sa, India",earthquake,,,,3
2009-02-27T10:42:38.010Z,20.473,89.107,10,4.8,mb,92,63.5,,0.79,"174 km SSE of Kultali, India",earthquake,,,,27
2009-02-20T03:48:48.520Z,34.203,73.9,12,5.5,mwc,220,36,,0.96,"19 km NW of Uri, India",earthquake,,,,
2009-01-31T03:07:19.800Z,32.528,76.564,36.1,3.9,mb,41,145.4,,0.92,"41 km NE of Dharamsala, India",earthquake,,6.5,,5
2009-01-09T12:40:20.960Z,31.807,78.343,28.2,4.2,mb,39,144.5,,1.07,"61 km ENE of Sar?han, India",earthquake,,14.2,,4
2009-01-05T07:04:10.330Z,23.011,88.706,35,4.2,mb,35,147.4,,1.25,"10 km NE of Nagarukhra, India",earthquake,,,,5
2009-01-04T05:20:06.550Z,21.585,75.332,10,4.1,mb,34,132.3,,1,"26 km ESE of Sendhwa, India",earthquake,,,,5
2008-12-31T16:12:18.850Z,31.844,79.753,35,3.2,mb,8,152.2,,1.34,"143 km N of Josh?math, India",earthquake,,,,1
2008-12-31T15:46:22.540Z,31.955,79.912,42.4,3.6,mb,31,133.7,,1.03,"158 km NNE of Josh?math, India",earthquake,,9.6,,4
2008-12-25T00:26:36.210Z,27.235,88.631,49.2,4.8,mb,93,90.1,,0.83,"10 km S of Gangtok, India",earthquake,,4.5,,32
2008-12-02T23:24:36.830Z,34.707,80.007,10,3.8,mb,28,140.5,,0.88,"230 km ENE of Leh, India",earthquake,,,,3
2008-12-02T05:11:42.030Z,27.373,88.051,24.7,5.2,mb,103,93.6,,0.82,"22 km WNW of Gyalshing, India",earthquake,,5.4,,35
2008-11-20T20:02:02.370Z,34.615,74.003,73.7,3.6,mb,16,150.8,,1.02,"54 km NW of B?ram?la, India",earthquake,,12.5,,2
2008-11-10T15:26:15.690Z,35.177,74.543,42.1,3.4,mb,14,147.2,,1.25,"84 km N of Bandipura, India",earthquake,,24.7,,3
2008-11-08T16:51:37.950Z,23.636,87.36,10,4.2,mb,17,183.1,,1.38,"14 km NNE of Durgapur, India",earthquake,,0,,2
2008-10-21T15:09:10.500Z,31.655,77.465,17.1,4.5,mb,67,65,,1.04,"11 km E of Banj?r, India",earthquake,,14.7,,16
2008-10-07T18:09:37.280Z,27.47,87.843,3.3,3.8,mb,30,79.3,,1.11,"45 km WNW of Gyalshing, India",earthquake,,9.9,,7
2008-10-05T11:33:42.910Z,21.223,70.995,10,3.8,mb,21,222.5,,1.01,"12 km SSW of Dh?ri, India",earthquake,,,,7
2008-09-16T21:47:14.540Z,17.438,73.915,10,5,mb,116,41.5,,1.21,"7 km NNE of P?tan, India",earthquake,,,,65
2008-09-14T22:11:30.150Z,32.581,76.381,23.6,3.9,mb,28,145.4,,0.85,"24 km E of Chamba, India",earthquake,,22.3,,4
2008-09-04T12:53:11.290Z,30.279,80.349,10,5,mwc,176,48.2,,0.9,"50 km NNW of Dh?rchula, India",earthquake,,,,
2008-08-19T10:54:26.720Z,30.077,80.013,15.5,4.2,mb,21,178.9,,0.81,"35 km NE of B?geshwar, India",earthquake,,27.5,,2
2008-08-16T19:59:12.110Z,35.039,74.045,29.9,3.5,mb,21,95.8,,1.04,"88 km NW of Bandipura, India",earthquake,,24.5,,2
2008-08-16T19:16:12.330Z,30.185,77.836,10,3.8,mb,14,155.6,,1.17,"18 km NNE of Chhutmalpur, India",earthquake,,,,3
2008-08-13T14:49:08.260Z,30.041,80.161,42.5,3.9,mb,18,167.4,,0.93,"40 km WNW of Dh?rchula, India",earthquake,,16.6,,2
2008-07-29T19:10:59.640Z,17.644,74.166,45,4.5,mb,31,103.2,,1.9,"6 km NNW of Rahimatpur, India",earthquake,,0,,12
2008-07-08T02:11:34.640Z,34.322,80.483,10,3.7,mb,17,120.4,,1.25,"267 km E of Leh, India",earthquake,,,,2
2008-07-07T22:09:54.570Z,34.285,80.526,10,3.5,mb,25,96.1,,0.67,"271 km E of Leh, India",earthquake,,,,3
2008-07-05T10:28:28.390Z,33.467,75.942,56.6,3.5,mb,18,145,,1,"23 km NE of Kishtw?r, India",earthquake,,20.3,,1
2008-06-15T11:02:01.990Z,32.97,76.371,36.3,4.3,mb,54,145.2,,0.99,"51 km NNE of Chamba, India",earthquake,,6.6,,13
2008-06-06T21:16:33.880Z,24.702,84.964,11.4,3.8,mb,27,62.4,,0.84,"2 km W of Buddh Gaya, India",earthquake,,18.5,,6
2008-06-04T01:07:51.180Z,34.434,80.242,10,3.4,mb,16,127.5,,1.31,"246 km E of Leh, India",earthquake,,,,3
2008-05-29T22:30:41.190Z,32.586,76.087,45.9,3.5,mb,19,154.2,,1.17,"5 km NW of Chamba, India",earthquake,,15.5,,3
2008-05-23T21:17:25.250Z,33.438,75.955,11.5,3.4,mb,15,145,,1.01,"22 km NE of Kishtw?r, India",earthquake,,38.1,,2
2008-05-20T23:42:18.470Z,32.731,75.825,35,3.8,mb,20,154.1,,1.05,"22 km NNW of Dalhousie, India",earthquake,,,,3
2008-05-10T06:35:55.860Z,33.06,76.116,44.7,4.4,mb,56,107.3,,0.93,"38 km ENE of Bhadarw?h, India",earthquake,,9.2,,25
2008-05-05T03:20:31.030Z,34.198,74.042,35,3.9,mb,24,157.2,,1.16,"13 km N of Uri, India",earthquake,,,,3
2008-04-15T21:34:06.840Z,34.208,74.094,61.8,3.4,mb,16,184.2,,0.66,"14 km NNE of Uri, India",earthquake,,16.6,,2
2008-04-09T02:08:45.180Z,31.49,74.633,49.4,3.3,mb,13,191.3,,0.91,"27 km WSW of Amritsar, India",earthquake,,27.1,,1
2008-04-07T09:00:53.080Z,23.147,70.445,10,3.8,mb,14,155.1,,1.4,"19 km SSE of Bhach?u, India",earthquake,,,,3
2008-04-05T19:28:04.600Z,33.238,75.922,65.2,3.5,mb,15,145.1,,0.89,"16 km ESE of Kishtw?r, India",earthquake,,18.3,,1
2008-03-24T09:48:29.350Z,32.608,76.061,10,3.6,mb,13,202.8,,0.6,"8 km NW of Chamba, India",earthquake,,,,1
2008-03-16T05:44:33.540Z,33.772,74.846,10,3.5,mb,18,156.7,,1.35,"6 km N of Shup?yan, India",earthquake,,,,1
2008-03-11T16:44:06.030Z,32.978,76.328,35,3.7,mb,14,202.3,,0.72,"50 km NNE of Chamba, India",earthquake,,,,2
2008-03-11T06:13:34.480Z,34.127,73.9,47.4,4.1,mb,29,104.1,,1.03,"14 km WNW of Uri, India",earthquake,,9.7,,5
2008-03-09T11:10:41.030Z,23.33,70.592,10,4.5,mb,40,95.8,,1.23,"25 km E of Bhach?u, India",earthquake,,,,13
2008-03-08T03:33:17.220Z,33.31,76.571,37.2,3.8,mb,17,148,,0.97,"33 km WSW of Padam, India",earthquake,,21.9,,3
2008-03-05T22:57:12.520Z,33.768,75.028,39.4,4.2,mb,47,55.2,,1.03,"7 km WSW of Bijbehara, India",earthquake,,7.6,,6
2008-03-01T21:41:47.700Z,23.327,70.49,10,3.7,mb,19,151.5,,1.1,"15 km ENE of Bhach?u, India",earthquake,,,,4
2008-02-29T18:40:53.500Z,33.75,75.008,51.1,3.8,mb,26,201.7,,1.14,"10 km WSW of Bijbehara, India",earthquake,,12.2,,1
2008-02-25T07:25:06.430Z,33.706,74.941,28.3,4.3,mb,40,94.7,,1.06,"9 km NW of Kulgam, India",earthquake,,13.5,,3
2008-02-20T02:36:03.990Z,33.818,74.523,37,3.6,mb,17,144.9,,0.99,"22 km WSW of Tsr?r Shar?f, India",earthquake,,14.9,,2
2008-02-08T13:01:45.310Z,34.922,77.191,10,3.5,mb,14,195.1,,1.15,"36 km E of Thang, India",earthquake,,,,2
2008-02-07T18:01:50.000Z,34.506,74.223,59,3.2,mb,9,145.2,,1.04,"33 km NW of Sopur, India",earthquake,,24.3,,1
2008-02-06T06:09:40.420Z,23.433,87.111,10,4.3,mb,34,80.5,,1.06,"16 km NW of Beli?tor, India",earthquake,,,,13
2008-01-24T03:43:50.850Z,34.237,74.213,55.3,3.6,mb,19,144.8,,0.69,"12 km WNW of B?ram?la, India",earthquake,,10.5,,2
2008-01-07T04:08:38.880Z,31.633,76.715,35,3.4,mb,7,259.5,,1.26,"7 km SSW of Sarka Gh?t, India",earthquake,,,,1
2008-01-03T14:10:20.250Z,33.283,75.928,35,3.6,mb,13,159.6,,1.65,"15 km ESE of Kishtw?r, India",earthquake,,,,1
2007-12-26T19:31:23.870Z,35.222,76.655,74.2,4,mb,13,141.6,,1.36,"35 km NNW of Thang, India",earthquake,,18.5,,2
2007-12-11T16:01:32.250Z,34.923,77.428,10,4.3,mb,16,139.2,,0.94,"57 km E of Thang, India",earthquake,,,,1
2007-12-11T15:56:38.640Z,34.99,77.478,15.5,5.1,mwc,230,25.9,,0.91,"62 km E of Thang, India",earthquake,,,,
2007-11-25T23:12:17.020Z,28.555,77.057,10,4.7,mb,71,52.9,,1.02,"9 km SE of Najafgarh, India",earthquake,,,,18
2007-11-24T11:35:47.270Z,17.151,73.892,10,4.2,mb,9,223.8,,1.13,"Maharashtra, India",earthquake,,,,3
2007-11-24T10:57:46.980Z,16.878,73.735,10,4.8,mb,14,143.9,,1.13,"19 km E of L?nja, India",earthquake,,,,8
2007-11-08T04:42:11.480Z,29.279,78.414,10,3.7,mb,19,168.3,,0.69,"5 km SSE of Nihtaur, India",earthquake,,,,1
2007-11-06T09:38:05.780Z,21.181,70.724,10,5.1,mwc,90,85.6,,1.43,"17 km S of V?s?vadar, India",earthquake,,0,,
2007-11-06T00:27:31.720Z,21.229,70.898,10,4.9,mb,35,89.5,,1.29,"17 km SW of Dh?ri, India",earthquake,,,,17
2007-10-18T05:54:42.400Z,27.794,77.614,10,4.7,ml,12,220.7,,,"13 km NE of Chh?ta, India",earthquake,,,,
2007-10-08T01:12:34.710Z,23.104,69.983,10,4.5,mb,33,98.6,,0.89,"4 km WSW of Anj?r, India",earthquake,,,,14
2007-10-06T01:39:05.380Z,34.517,74.396,51.2,4.2,mb,16,144.6,,1.05,"25 km WNW of Bandipura, India",earthquake,,15,,1
2007-10-04T05:14:18.150Z,32.685,76.336,10,4.6,mb,20,116.9,,1.44,"24 km NE of Chamba, India",earthquake,,,,3
2007-09-06T07:09:44.150Z,18.057,76.535,10,3.6,mb,17,139.2,,0.76,"21 km S of Ausa, India",earthquake,,0,,2
2007-09-01T01:33:16.100Z,27.853,87.873,73.1,4,mb,24,73.6,,0.75,"73 km NNW of Gyalshing, India",earthquake,,6.7,,1
2007-08-20T19:15:53.500Z,17.2,73.7,5,4.4,mb,28,194.4,,,"22 km ESE of M?khjan, India",earthquake,,,,7
2007-08-09T20:33:46.250Z,31.343,80.155,10,4.5,mb,17,89.2,,0.89,"103 km NNE of Josh?math, India",earthquake,,,,3
2007-08-07T10:11:40.920Z,30.97,78.116,10,3.8,mb,12,146,,1.14,"19 km NNW of Barkot, India",earthquake,,,,1
2007-08-01T04:53:38.700Z,34.075,74.612,47.6,3.4,mb,14,144.8,,0.93,"2 km SE of M?g?m, India",earthquake,,15,,1
2007-07-22T23:02:14.790Z,30.881,78.239,19,5.1,mb,179,52,,0.74,"Uttaranchal, India",earthquake,,14.9,,88
2007-07-13T06:18:55.550Z,23.641,70.639,10,4.2,mb,20,186.1,,0.84,"7 km N of R?par, India",earthquake,,,,5
2007-06-22T19:12:43.310Z,34.301,74.375,48.9,3.5,mb,30,144.5,,1.12,"9 km W of Sopur, India",earthquake,,9,,2
2007-06-14T19:52:38.600Z,32.112,76.823,10,4.3,mb,16,259.2,,1.4,"14 km NNE of Jogindarnagar, India",earthquake,,,,4
2007-06-14T00:27:28.960Z,33.177,75.826,29,3.6,mb,25,145.1,,0.83,"16 km SSE of Kishtw?r, India",earthquake,,18.2,,3
2007-06-03T08:09:52.040Z,31.412,77.711,30,3.6,mb,9,202.3,,0.42,"8 km ESE of R?mpur, India",earthquake,,,,1
2007-05-23T17:40:44.710Z,27.204,88.253,10,3.5,mb,12,101.7,,0.59,"8 km N of Naya B?z?r, India",earthquake,,,,2
2007-05-20T14:18:21.330Z,27.334,88.236,42.8,4.9,mwc,167,76.7,,0.94,"5 km NNW of Gyalshing, India",earthquake,,11.4,,
2007-05-18T12:40:01.190Z,27.276,88.147,15.4,4.7,mb,83,70.7,,1.04,"11 km W of Gyalshing, India",earthquake,,18.2,,40
2007-05-16T04:17:27.950Z,27.291,87.851,31.7,4,mb,29,87.6,,0.87,"40 km W of Gyalshing, India",earthquake,,18.8,,6
2007-04-19T17:22:06.760Z,34.014,73.922,46.4,3.8,mb,15,106.1,,1.13,"14 km WSW of Uri, India",earthquake,,14.8,,2
2007-04-08T16:20:13.550Z,23.083,70.187,10,4.2,mb,11,150.2,,0.43,"5 km E of G?ndh?dh?m, India",earthquake,,,,1
2007-04-02T00:40:25.930Z,34.833,76.256,35,3.9,mb,12,153.3,,1.36,"32 km NNE of Kargil, India",earthquake,,,,2
2007-03-27T11:19:29.320Z,31.012,78.212,35,3.9,mb,12,145.9,,1.13,"22 km N of Barkot, India",earthquake,,,,1
2007-02-21T00:33:25.880Z,31.373,77.752,36.6,4.1,mb,34,97.5,,0.97,"14 km SE of R?mpur, India",earthquake,,8,,5
2007-02-03T00:51:15.610Z,32.098,78.582,35,4.7,mb,17,119.1,,0.81,"99 km NE of Sar?han, India",earthquake,,,,2
2007-01-29T05:28:34.240Z,31.31,80.096,35,3.9,mb,8,249.1,,1.33,"97 km NNE of Josh?math, India",earthquake,,,,1
2006-12-31T21:36:54.070Z,28.216,88.232,35,4.1,mb,34,118.5,,1.32,"83 km NNW of Mangan, India",earthquake,,,,9
2006-12-26T16:25:20.240Z,33.179,75.817,33.3,3.5,mb,25,96.4,,0.83,"15 km SSE of Kishtw?r, India",earthquake,,15,,2
2006-12-24T22:43:26.730Z,26.881,76.154,10,4.2,mb,6,228.3,,0.68,"11 km ENE of Basi, India",earthquake,,,,2
2006-12-17T21:39:19.390Z,34.316,76.232,35,3.3,mb,16,166.6,,1,"28 km SSE of Kargil, India",earthquake,,,,3
2006-12-10T08:19:25.950Z,31.507,77.027,8.2,4,mb,18,244.2,,0.87,"12 km ESE of Sundarnagar, India",earthquake,,68.7,,3
2006-12-10T08:00:42.150Z,31.824,76.762,10,3.8,mb,13,280.8,,0.87,"14 km N of Sarka Gh?t, India",earthquake,,0,,3
2006-11-29T05:41:14.180Z,27.348,76.83,10,4,mb,9,206,,1.32,"23 km ENE of R?jgarh, India",earthquake,,,,3
2006-11-07T03:36:06.990Z,34.274,73.918,35,3.9,mb,13,183.4,,0.81,"24 km NNW of Uri, India",earthquake,,,,3
2006-10-30T22:54:31.480Z,34.478,80.492,35,3.6,mb,15,122.2,,0.7,"269 km E of Leh, India",earthquake,,,,5
2006-10-27T07:55:01.980Z,29.875,80.035,10,4.2,mb,22,69.4,,1.09,"25 km E of B?geshwar, India",earthquake,,,,3
2006-10-27T01:07:32.960Z,29.854,80.545,38.8,4.1,mb,16,87.3,,0.83,"2 km ENE of Dh?rchula, India",earthquake,,12.7,,1
2006-10-13T07:18:26.600Z,34.659,80.203,10,4.4,mb,26,129.5,,0.94,"246 km ENE of Leh, India",earthquake,,,,10
2006-10-04T21:34:53.630Z,29.729,80.366,10,3.9,mb,10,149.4,,0.89,"19 km SW of Dh?rchula, India",earthquake,,,,1
2006-09-28T20:47:13.920Z,33.227,75.493,10,4,mb,17,106.9,,0.77,"10 km NNW of Doda, India",earthquake,,,,2
2006-09-13T04:23:11.280Z,32.729,76.615,35,3.6,mb,8,279.8,,0.52,"42 km WNW of Kyelang, India",earthquake,,,,3
2006-08-20T02:37:17.930Z,23.26,70.72,10,4.4,mb,53,153.3,,0.96,"35 km SSE of R?par, India",earthquake,,,,20
2006-08-05T07:33:02.490Z,29.887,80.098,10,4.5,mb,61,57.1,,0.87,"32 km E of B?geshwar, India",earthquake,,,,19
2006-07-20T07:52:29.800Z,31.58,77.928,10,3.5,mb,8,145.7,,0.49,"14 km ENE of Sar?han, India",earthquake,,,,1
2006-07-20T00:35:00.180Z,31.604,77.905,35,3.5,mb,13,145.7,,0.87,"14 km NE of Sar?han, India",earthquake,,,,4
2006-07-20T00:10:58.240Z,31.642,78.038,35,4,mb,21,104.2,,1.03,"27 km ENE of Sar?han, India",earthquake,,,,9
2006-07-18T10:42:29.530Z,32.783,77.38,31.1,4.2,mb,19,145.2,,0.88,"40 km NE of Kyelang, India",earthquake,,45.4,,3
2006-06-26T04:18:45.420Z,34.886,74.45,10,3.8,mb,8,272.1,,0.83,"54 km NNW of Bandipura, India",earthquake,,,,3
2006-06-23T05:34:06.400Z,23.462,70.116,10,4.8,mwc,141,56.6,,0.97,"29 km NW of Bhach?u, India",earthquake,,,,
2006-06-11T00:59:44.040Z,32.729,76.198,10,3.5,mb,10,256.5,,0.38,"20 km NNE of Chamba, India",earthquake,,,,2
2006-05-26T00:41:41.660Z,33.148,76.241,66.8,5,mb,199,44.6,,0.73,"47 km ESE of Kishtw?r, India",earthquake,,,,106
2006-05-21T20:29:00.290Z,16.899,73.607,10,3.7,mb,11,189,,0.7,"7 km NE of L?nja, India",earthquake,,0,,5
2006-05-09T13:30:19.390Z,32.661,76.686,14.3,4.4,mb,35,70.8,,0.88,"33 km WNW of Kyelang, India",earthquake,,,,12
2006-05-07T16:01:01.880Z,28.975,76.561,10,4.3,mb,26,127.3,,1.17,"9 km NNW of Rohtak, India",earthquake,,0,,5
2006-05-07T14:54:57.560Z,23.144,70.196,26.9,4,mb,8,150.2,,0.55,"9 km NE of G?ndh?dh?m, India",earthquake,,,,1
2006-04-21T23:20:59.670Z,32.569,76.664,35,3.9,mb,12,247,,0.91,"33 km W of Kyelang, India",earthquake,,,,3
2006-04-17T16:39:58.870Z,17.069,73.689,10,4.7,mb,50,92.9,,1,"27 km NNE of L?nja, India",earthquake,,,,17
2006-04-10T22:05:43.060Z,23.467,70.074,20,4.9,mb,111,83.9,,1.04,"33 km NW of Bhach?u, India",earthquake,,0,,55
2006-04-06T17:59:16.440Z,23.322,70.477,10,5.5,mwb,255,27.7,,1.05,"13 km E of Bhach?u, India",earthquake,,,,
2006-04-06T12:02:54.590Z,23.726,70.682,10,5,mwc,121,62.7,,1.08,"17 km NNE of R?par, India",earthquake,,,,
2006-04-04T11:40:17.010Z,33.289,75.917,45,3.8,mb,15,103,,1.06,"14 km E of Kishtw?r, India",earthquake,,0,,4
2006-03-31T11:25:35.640Z,28.976,76.606,10,3.9,mb,11,161.1,,1.21,"9 km N of Rohtak, India",earthquake,,,,1
2006-03-29T10:56:56.910Z,33.194,75.741,45,3.7,mb,9,279.6,,0.87,"13 km S of Kishtw?r, India",earthquake,,0,,4
2006-03-07T18:20:46.110Z,23.777,70.899,10,5.5,mwb,199,42.2,,1.08,"34 km NE of R?par, India",earthquake,,,,
2006-02-25T18:51:12.470Z,30.298,80.119,10,3.6,mb,8,141.1,,1.07,"60 km ESE of Josh?math, India",earthquake,,0,,1
2006-02-20T09:57:21.450Z,33.917,74.169,45,3.7,mb,19,186.5,,0.78,"15 km SW of Kupw?ra, India",earthquake,,21.7,,3
2006-02-14T19:17:33.260Z,30.265,80.528,62.5,4.5,mb,48,95.5,,1.06,"46 km N of Dh?rchula, India",earthquake,,10.1,,17
2006-02-14T00:55:25.060Z,27.382,88.388,30,5.3,mwc,260,45.6,,0.81,"16 km NE of Gyalshing, India",earthquake,,,,
2006-02-03T00:54:23.460Z,23.827,70.559,10,4.5,mb,78,174.9,,0.93,"29 km NNW of R?par, India",earthquake,,,,36
2006-02-01T22:24:15.920Z,30.288,80.483,50.6,4.7,mwc,150,61.4,,0.96,"49 km N of Dh?rchula, India",earthquake,,7.6,,
2006-02-01T13:52:38.500Z,34.197,73.858,10,4.6,mb,85,84.6,,0.86,"21 km NW of Uri, India",earthquake,,,,35
2006-01-30T01:57:34.500Z,30.168,80.225,40.8,4.1,mb,26,69.8,,1.03,"45 km NW of Dh?rchula, India",earthquake,,11.2,,3
2006-01-24T09:56:46.430Z,35.069,74.498,48.9,3.5,mb,10,203.1,,1.09,"73 km N of Bandipura, India",earthquake,,55.5,,3
2006-01-22T03:20:01.990Z,34.681,80.234,10,4.3,mb,49,79.3,,1,"250 km ENE of Leh, India",earthquake,,,,19
2006-01-17T17:26:52.040Z,32.791,78.581,10,4.6,mb,31,113.8,,0.92,"144 km ENE of Man?li, India",earthquake,,,,13
2006-01-11T05:48:41.370Z,34.083,73.927,10,4.7,mb,97,78.7,,0.94,"11 km W of Uri, India",earthquake,,,,36
2006-01-08T19:16:49.010Z,31.237,80.212,35,3.5,mb,5,217.6,,1.03,"97 km NE of Josh?math, India",earthquake,,,,1
2005-12-26T10:46:06.950Z,17.285,73.884,10,4.1,mb,20,117.6,,1.18,"10 km S of P?tan, India",earthquake,,,,8
2005-12-16T18:01:28.450Z,30.464,79.142,23.1,3.7,mb,13,198.6,,0.88,"25 km NE of Rudrapray?g, India",earthquake,,48,,2
2005-12-15T01:19:56.780Z,34.806,77.471,10,4,mb,9,166.8,,1.42,"63 km ESE of Thang, India",earthquake,,0,,1
2005-12-14T07:09:54.190Z,30.476,79.255,44,5.1,mwc,194,86.8,,0.68,"17 km WNW of P?palkoti, India",earthquake,,8.2,,
2005-11-29T09:27:22.810Z,34.748,80.073,35,4.5,mb,39,109.8,,1.02,"237 km ENE of Leh, India",earthquake,,,,11
2005-11-28T16:57:13.040Z,21.015,89.158,10,4.7,mb,13,176.2,,0.86,"125 km SE of Kultali, India",earthquake,,,,2
2005-11-25T12:50:25.060Z,28.067,88.905,10,3.7,mb,6,181.8,,0.97,"72 km NNE of Mangan, India",earthquake,,,,1
2005-11-20T18:50:40.740Z,17.65,73.721,10,4.2,mb,9,246.3,,1.53,"25 km ENE of Chipl?n, India",earthquake,,,,3
2005-11-20T04:46:25.360Z,29.962,79.967,43.7,3.7,mb,22,187.1,,0.7,"23 km NE of B?geshwar, India",earthquake,,10.8,,3
2005-11-16T02:26:54.990Z,34.507,75.563,10,4.7,mb,110,78.5,,0.79,"52 km W of Kargil, India",earthquake,,,,41
2005-11-13T03:56:08.890Z,17.287,74.035,10,3.7,ml,17,165,,0.99,"15 km W of Malkapur, India",earthquake,,,,
2005-11-08T12:55:17.900Z,34.214,73.772,10,3.8,mb,26,167,,1.19,"29 km WNW of Uri, India",earthquake,,,,6
2005-11-05T23:03:49.390Z,34.188,73.826,10,4.1,mb,26,146.3,,1.31,"23 km WNW of Uri, India",earthquake,,,,6
2005-11-04T21:05:50.370Z,34.254,74.271,10,3.6,mb,15,167.9,,0.91,"8 km NW of B?ram?la, India",earthquake,,,,4
2005-10-31T10:20:53.880Z,33.494,75.115,35,3.6,mb,8,213.7,,0.96,"9 km NW of Banih?l, India",earthquake,,,,2
2005-10-30T08:30:08.970Z,27.85,87.993,85.5,3.9,mb,21,126.7,,0.62,"64 km NW of Mangan, India",earthquake,,,,3
2005-10-27T19:26:21.230Z,34.167,73.841,10,4.2,mb,34,167.1,,1.12,"21 km WNW of Uri, India",earthquake,,,,8
2005-10-26T01:49:25.920Z,34.244,73.976,10,3.7,mb,13,169.3,,1.11,"19 km NNW of Uri, India",earthquake,,,,5
2005-10-26T01:42:41.880Z,34.206,73.928,16.2,4.8,mwc,137,56.5,,0.79,"17 km NW of Uri, India",earthquake,,,,
2005-10-21T14:45:36.030Z,34.458,73.981,10,4,mb,18,196.6,,0.78,"42 km N of Uri, India",earthquake,,,,3
2005-10-15T06:52:13.970Z,34.026,73.871,10,4.5,mb,79,57.9,,0.74,"17 km WSW of Uri, India",earthquake,,,,22
2005-10-15T04:43:01.720Z,34.29,73.883,10,4.2,mb,12,200.7,,0.49,"27 km NNW of Uri, India",earthquake,,,,3
2005-10-15T04:32:21.040Z,33.954,73.93,10,5,mb,172,59,,0.84,"17 km SW of Uri, India",earthquake,,,,88
2005-10-15T04:24:06.250Z,34.014,74.003,10,5.2,mb,222,94.5,,0.77,"8 km SSW of Uri, India",earthquake,,,,117
2005-10-11T22:53:53.120Z,33.078,76.208,10,4.1,mb,8,310.1,,0.92,"47 km ENE of Bhadarw?h, India",earthquake,,,,3
2005-10-11T20:51:15.050Z,34.275,73.868,13.9,4.2,mb,26,67.2,,1.43,"27 km NW of Uri, India",earthquake,,36.7,,6
2005-10-11T10:55:04.640Z,34.36,73.928,10,3.9,mb,19,200.6,,1.07,"32 km NNW of Uri, India",earthquake,,,,5
2005-10-11T07:45:11.890Z,34.306,73.981,10,3.5,mb,11,304.6,,0.55,"25 km NNW of Uri, India",earthquake,,,,2
2005-10-10T21:53:24.080Z,34.115,73.855,10,3.1,mb,7,308.9,,0.32,"18 km WNW of Uri, India",earthquake,,,,2
2005-10-10T06:24:15.840Z,34.168,73.759,10,3.5,mb,12,200.8,,0.91,"28 km WNW of Uri, India",earthquake,,,,4
2005-10-10T05:00:33.490Z,34.328,73.845,10,3.5,mb,14,203.4,,0.75,"33 km NW of Uri, India",earthquake,,,,4
2005-10-09T22:37:53.180Z,34.233,73.788,10,4.4,mb,46,127.1,,0.88,"29 km NW of Uri, India",earthquake,,,,17
